area,type,room,sqm,price,price/sqm,rooms
Kallio,Kerrostalo,1h+kk,24.0,192000,8000,1
Kallio,Kerrostalo,"1h, k, kph/ wc.",27.5,165000,6000,1
Kontula,Kerrostalo,"1h, avok, kph, p",30.5,180000,5902,1
Ullanlinna,Kerrostalo,1h+alk+avok+kph,38.8,352000,9072,1
Kluuvi,Kerrostalo,1-2H+K+KPH,43.5,430196,9890,1
Kallio,Kerrostalo,"1h, kk, kph, vh",25.0,190000,7600,1
Kulosaari,Kerrostalo,"1h, k, kph, las...",28.5,233000,8175,1
Kamppi,Kerrostalo,"1h, kk, kph, vh",30.0,285000,9500,1
Etelä-haaga,Kerrostalo,"1 h, kk, alkovi...",27.8,206000,7410,1
Kannelmäki,Kerrostalo,"1h,kk,p",33.5,97000,2896,1
Punavuori,Kerrostalo,"1h, avok, kph, ...",34.0,295000,8676,1
Meilahti,Kerrostalo,1h+kk,15.3,152500,9967,1
Kallio,Kerrostalo,"1h,kt,kph,wc (h...",26.2,215500,8225,1
Kamppi,Kerrostalo,"1h, kk, kph",32.0,303000,9469,1
Punavuori,Kerrostalo,"1h, kk, ranskal...",25.0,252000,10080,1
Taka-töölö,Kerrostalo,"1h, kk, kph",28.0,225000,8036,1
Kallio,Kerrostalo,"1h,kk",24.5,209000,8531,1
Kamppi,Kerrostalo,"1h, avok., kph....",38.0,284000,7474,1
Kallio,Kerrostalo,1h+avok+et+kph+wc,27.0,274000,10148,1
Punavuori,Kerrostalo,"1h, kk, kph, pa...",28.5,270000,9474,1
Kamppi,Kerrostalo,"1h, kk, kph",23.0,229000,9957,1
Kallio,Kerrostalo,"1h,avok,kh",38.0,229000,6026,1
Taka-töölö,Kerrostalo,"1h, kk, alkovi,...",32.0,257000,8031,1
Kallio,Kerrostalo,1h+avok.+kph,33.5,269000,8030,1
Ullanlinna,Kerrostalo,"1h,k,kh, alkovi...",35.0,331000,9457,1
Kamppi,Kerrostalo,1h,19.0,202500,10658,1
Kalasatama,Kerrostalo,"1h, avok, lasit...",23.0,269000,11696,1
Maunula,Kerrostalo,"1h, kk, kph, et...",24.1,167000,6929,1
Vallila,Kerrostalo,1h+avok+kph,20.0,173000,8650,1
Kallio,Kerrostalo,"1h, kk, kph",31.0,200000,6452,1
Hakaniemi,Kerrostalo,"1h, avokeitti&#...",32.0,214500,6703,1
Taka-töölö,Kerrostalo,"1 h, kk, kh (YJ...",24.2,175000,7231,1
Harju,Kerrostalo,"1h, kt, kh",20.0,203000,10150,1
Vartiokylä,Kerrostalo,"1h, k, kph ja p...",27.0,128000,4741,1
Maunula,Kerrostalo,1 h + kk + kph,28.0,160300,5725,1
Koskela,Kerrostalo,"1h, k",35.0,145000,4143,1
Kallio,Kerrostalo,"1h, kk, kh",35.5,301750,8500,1
Kamppi,Kerrostalo,"1h, kt, kph",13.5,157000,11630,1
Roihuvuori,Kerrostalo,1h+kph+keitti&#...,23.0,116000,5043,1
Itä-pasila,Kerrostalo,"1h, k ja parveke!",27.0,162000,6000,1
Ullanlinna,Kerrostalo,1h+kk,27.0,292000,10815,1
Kallio,Kerrostalo,1h+kk,29.0,256000,8828,1
Savela,Kerrostalo,"1h,kk, kph, las...",30.5,140500,4607,1
Vallila,Kerrostalo,1h+kk+wc/kph,30.5,225000,7377,1
Itä-pasila,Kerrostalo,"1 h, kk, kph, a...",35.0,210000,6000,1
Kallio,Kerrostalo,1h+kk+wc+suihku,20.1,184000,9154,1
Itäkeskus,Kerrostalo,"1h, kk, kph/wc ...",28.5,126500,4439,1
Puotila,Kerrostalo,"1h, kk, vh, kph...",33.2,133500,4021,1
Malmi,Kerrostalo,"1 h, k, kh, p (...",28.0,150000,5357,1
Munkkivuori,Kerrostalo,"1H, KK, ALKOVI,...",31.7,184000,5804,1
Alppila,Kerrostalo,1h+kk+kph (yhti...,22.5,224000,9956,1
Pohjois-haaga,Kerrostalo,1h+kk+kh+parv.,32.5,168000,5169,1
Sörnäinen,Kerrostalo,1h+k,38.0,265000,6974,1
Punavuori,Kerrostalo,"1h, avok, alk, ...",34.5,430000,12464,1
Punavuori,Kerrostalo,"1h,alkovi, avok...",40.0,360000,9000,1
Lassila,Kerrostalo,"1h, k, kph, p",35.0,167000,4771,1
Etelä-haaga,Kerrostalo,1h+k,25.0,192000,7680,1
Tapulikaupunki,Kerrostalo,1h+kk,29.5,103000,3492,1
Töölö,Kerrostalo,1h+kk+kph,16.0,171000,10688,1
Itä-pasila,Kerrostalo,1h ja keittiö,28.0,170000,6071,1
Mellunmäki,Kerrostalo,"1h,kk, kph, p",34.5,92000,2667,1
Lauttasaari,Kerrostalo,"1h, avokeitti&#...",35.0,269000,7686,1
Punavuori,Kerrostalo,"1h, avok, tilav...",74.0,650000,8784,1
Kamppi,Kerrostalo,1 h+k+kph,19.0,209500,11026,1
Vuosaari,Kerrostalo,1h+alkovi+kk+kph,23.5,125000,5319,1
Tapanila,Kerrostalo,"1h, kk",25.0,146000,5840,1
Kalasatama,Kerrostalo,"1h, avok, lasit...",27.0,239000,8852,1
Punavuori,Kerrostalo,"1h, avok, alk, ...",34.5,435000,12609,1
Alppila,Kerrostalo,"1h,avok, kph, t...",35.0,320000,9143,1
Etu-töölö,Kerrostalo,"1 h, kk, kph",21.2,221000,10425,1
Koskela,Kerrostalo,"1h, kt",28.0,220000,7857,1
Kallio,Kerrostalo,1h+tk+kph,28.5,225000,7895,1
Sörnäinen,Kerrostalo,1h+k+alkovi,33.0,224050,6789,1
Lauttasaari,Kerrostalo,1h+avok+kph/wc+...,35.5,268000,7549,1
Kallio,Kerrostalo,"1h, kk, kph/wc,...",20.0,143000,7150,1
Oulunkylä,Kerrostalo,"1h, kk, kph",34.3,121500,3542,1
Meilahti,Kerrostalo,1h+ k (yj:n muk...,36.0,289000,8028,1
Kallio,Kerrostalo,"1h,k",41.5,250500,6036,1
Tapanila,Kerrostalo,"1h, avok, kph, ...",32.0,162000,5063,1
Sörnäinen,Kerrostalo,"1h, keittiö...",33.5,235000,7015,1
Munkkiniemi,Kerrostalo,"1h, kk, kph",24.0,185000,7708,1
Siltamäki,Kerrostalo,1h+kk,27.5,103000,3745,1
Hermanni,Kerrostalo,1h ja keittiö,28.0,192000,6857,1
Alppiharju,Kerrostalo,1h+k+kph (yhti&...,33.4,213500,6392,1
Sörnäinen,Kerrostalo,"1h, kph, eteine...",23.0,181000,7870,1
Taka-töölö,Kerrostalo,"1h, kk, kph",28.0,257000,9179,1
Kallio,Kerrostalo,"1h,keittosyvenn...",26.0,216000,8308,1
Etelä-haaga,Kerrostalo,1h+alkovi+kk+kp...,29.0,211000,7276,1
Sörnäinen,Kerrostalo,"1h, keittiö...",36.0,232500,6458,1
Kamppi,Kerrostalo,1h+kk+alk.+lasi...,37.5,309000,8240,1
Käpylä,Kerrostalo,"1h, kt",27.5,219000,7964,1
Mellunkylä,Kerrostalo, 1h + avok + kp...,29.5,145000,4915,1
Etu-töölö,Kerrostalo,1h + kk,23.5,241500,10277,1
Kamppi,Kerrostalo,1h+avokeitti...,36.0,300000,8333,1
Kamppi,Kerrostalo,1h,16.3,210000,12883,1
Etu-töölö,Kerrostalo,"1h, keittosyven...",19.5,225000,11538,1
Alppila,Kerrostalo,"1h, avok ja kph",21.0,190000,9048,1
Etu-töölö,Kerrostalo,"1h, kk, kph",22.0,250100,11368,1
Kruunuvuorenranta,Kerrostalo,1h+k+kph,23.5,219000,9319,1
Kallio,Kerrostalo,"1h, avokeitti&#...",24.5,220000,8980,1
Alppila,Kerrostalo,"1h, kk, kph, parv",29.5,252000,8542,1
Puotila,Kerrostalo,1h+k,31.0,128000,4129,1
Tapanila,Kerrostalo,"1h, kk, kph, p",31.5,135000,4286,1
Ullanlinna,Kerrostalo,"1-2h, avokeitti...",34.5,362500,10507,1
Pihlajamäki,Kerrostalo,"1h, avok, kph, p",48.0,167000,3479,1
Lauttasaari,Kerrostalo,1h+avok+kh,25.0,209491,8380,1
Koskela,Kerrostalo,"1h, kt",30.0,222000,7400,1
Kamppi,Kerrostalo,"1h, kt, kph",30.0,280500,9350,1
Länsi-pakila,Kerrostalo,"1 h, kk, kph",32.0,156000,4875,1
Ullanlinna,Kerrostalo,1h+avok+työ...,41.0,360000,8780,1
Aurinkolahti,Kerrostalo,1h+kk+alk+vh+kp...,45.5,238000,5231,1
Punavuori,Kerrostalo,"2 h, k, kph, et...",65.0,495000,7615,2
Kallio,Kerrostalo,1h+kk+kph+lasit...,29.5,200000,6780,1
Kallio,Kerrostalo,"1h, avok., alko...",36.0,258000,7167,1
Aurinkolahti,Kerrostalo,1H+ALK+K+S,46.0,250000,5435,1
Punavuori,Kerrostalo,"1h,kk,kph,alkovi",30.0,295000,9833,1
Sörnäinen,Kerrostalo,1h+k+kph+vh,36.0,237000,6583,1
Kamppi,Kerrostalo,"1h, k, parvi, k...",42.0,383000,9119,1
Hermanni,Kerrostalo,1h + k,27.0,212000,7852,1
Käpylä,Kerrostalo,1(-2)h+avok.+al...,44.0,262500,5966,1
Töölö,Kerrostalo,"1h, kk, kph",22.0,207000,9409,1
Puotinharju,Kerrostalo,"1h, kk, kph",28.5,132000,4632,1
Roihuvuori,Kerrostalo,1h+k,21.5,135000,6279,1
Alppila,Kerrostalo,1h+kk+kph,25.5,178000,6980,1
Vuosaari,Kerrostalo,1h+kk,26.0,117510,4520,1
Koskela,Kerrostalo,1h+k,36.2,122500,3384,1
Kallio,Kerrostalo,1h+k+kph+vh+et,42.3,280000,6619,1
Vallila,Kerrostalo,1h+avok+kph,18.0,149000,8278,1
Punavuori,Kerrostalo,"1h, avok, wc/su...",21.0,203600,9695,1
Alppiharju,Kerrostalo,1h+kk+kph,15.0,170000,11333,1
Punavuori,Kerrostalo,"1h, kph ja kk",19.0,206000,10842,1
Kallio,Kerrostalo,1h+kk+kph,20.0,181000,9050,1
Konala,Kerrostalo,1h+avok+kph+p (...,31.0,167000,5387,1
Taka-töölö,Kerrostalo,"1h, avok, kph, ...",48.5,327000,6742,1
Kallio,Kerrostalo,1h+kk+alkovi+kp...,29.5,237521,8052,1
Hietalahti,Kerrostalo,"1h, kk",34.8,310000,8908,1
Taka-töölö,Kerrostalo,"1h, kk, kph/wc",36.0,138000,3833,1
Kallio,Kerrostalo,"1h, ks, kph, et...",23.0,220000,9565,1
Roihuvuori,Kerrostalo,"1h, kk, kph, piha",23.5,132000,5617,1
Jätkäsaari,Kerrostalo,1h+kt,32.5,249132,7666,1
Sörnäinen,Kerrostalo,"1h, k, kph",33.5,235000,7015,1
Etelä-haaga,Kerrostalo,1h+kk+kh+parv,30.5,200000,6557,1
Myllypuro,Kerrostalo,1h+kt+alk+parv,39.0,207000,5308,1
Meilahti,Kerrostalo,1h+kk+kph,21.0,170000,8095,1
Hermanni,Kerrostalo,"1h, kk, alkovi,...",33.8,244000,7219,1
Hermanni,Kerrostalo,"1h, avok,alkovi...",41.2,248000,6019,1
Kruunuvuorenranta,Kerrostalo,"1h, avok, kph, ...",29.5,219000,7424,1
Kontula,Kerrostalo,1h+kk,30.0,136000,4533,1
Oulunkylä,Kerrostalo,"1 h, alkovi, kk...",31.0,160000,5161,1
Kallio,Kerrostalo,1h+kph+kell,33.0,229381,6951,1
Kallio,Kerrostalo,1h+alk+k,36.5,267000,7315,1
Kallio,Kerrostalo,"1h,k,kh",40.0,322000,8050,1
Katajanokka,Kerrostalo,1h+k+s,41.5,260000,6265,1
Lauttasaari,Kerrostalo,1 h+pk,26.5,235000,8868,1
Lauttasaari,Kerrostalo,1h + k,28.5,285000,10000,1
Kallio,Kerrostalo,"1h, kk, alkovi",31.5,222000,7048,1
Kamppi,Kerrostalo,1h+avok+kph+ete...,22.0,228500,10386,1
Lassila,Kerrostalo,1h+kk,30.5,157500,5164,1
Kannelmäki,Kerrostalo,1h+avokeitti...,34.5,127500,3696,1
Ullanlinna,Kerrostalo,"1h, k, kph",55.3,457000,8264,1
Kallio,Kerrostalo,"1h, kk,kph",21.8,175000,8028,1
Kaartinkaupunki,Kerrostalo,"1h, avok, parvi...",26.5,285000,10755,1
Savela,Kerrostalo,"1h, kk, alkovi,...",34.5,130000,3768,1
Kruununhaka,Kerrostalo,1h+avok.+kph,41.5,350000,8434,1
Herttoniemenranta,Kerrostalo,1h+kt+kph+p,25.0,192000,7680,1
Konala,Kerrostalo,"1h, kk, kph, la...",31.0,141000,4548,1
Kluuvi,Kerrostalo,"1h, avok, kph",32.0,256000,8000,1
Punavuori,Kerrostalo,1h+kk+kph+p,21.0,212000,10095,1
Puotila,Kerrostalo,1h+kk+kph+ransk...,26.0,128100,4927,1
Ullanlinna,Kerrostalo,1h+kk,32.5,299000,9200,1
Pajamäki,Kerrostalo,1h+kk,26.0,163000,6269,1
Kannelmäki,Kerrostalo,"1h, kk, vh, kph...",27.0,149000,5519,1
Kulosaari,Kerrostalo,1h+kk,30.5,230000,7541,1
Lauttasaari,Kerrostalo,1h+kk,29.0,260000,8966,1
Puotinharju,Kerrostalo,"1h, kk, wc/kph,...",23.5,133000,5660,1
Kallio,Kerrostalo,"1h, avok. kph",26.5,220000,8302,1
Hermanni,Kerrostalo,1h+kk+kh,28.5,205000,7193,1
Vallila,Kerrostalo,1h+kk,31.0,237000,7645,1
Puotila,Kerrostalo,"1h, kk, kph, p",33.0,161000,4879,1
Vallila,Kerrostalo,1h+k+kph,39.5,279000,7063,1
Kruununhaka,Kerrostalo,"1h, k, kph, vh",50.0,370000,7400,1
Meilahti,Kerrostalo,1h+k+kph,25.0,185000,7400,1
Kallio,Kerrostalo,1h + kk + alk,28.0,195000,6964,1
Kallio,Kerrostalo,1h+kk+kh,30.0,237250,7908,1
Kruununhaka,Kerrostalo,1h+k+kph,33.0,303000,9182,1
Kallio,Kerrostalo,"1h, avok,parvi,kph",23.8,208000,8739,1
Vallila,Kerrostalo,1h+avok.+makuus...,29.0,235000,8103,1
Pasila,Kerrostalo,1h + kk,28.0,171000,6107,1
Vallila,Kerrostalo,1h+kk+sh/wc,21.0,191000,9095,1
Kuninkaantammi,Kerrostalo,1h+kph+las.parv.,26.0,171500,6596,1
Vallila,Kerrostalo,"1h, m- ka k-alk...",29.5,205000,6949,1
Etelä-haaga,Kerrostalo,1h+kk,30.0,196000,6533,1
Myllypuro,Kerrostalo,"1h, kk, kph, al...",32.0,135000,4219,1
Alppila,Kerrostalo,"1h, k, kph, eri...",36.0,245000,6806,1
Herttoniemi,Kerrostalo,"1h, k, kph, ran...",39.1,230000,5882,1
Punavuori,Kerrostalo,"1h, k, alkovi, kph",40.0,372000,9300,1
Sörnäinen,Kerrostalo,1h+kk,23.0,184000,8000,1
Kamppi,Kerrostalo,"1 h, kk ja kph",24.5,230000,9388,1
Roihuvuori,Kerrostalo,"1h,kt,kph (yj:1...",25.5,138500,5431,1
Kallio,Kerrostalo,1h+kk,26.0,208000,8000,1
Konala,Kerrostalo,1h+avokeitti...,31.0,154000,4968,1
Vallila,Kerrostalo,"1h, k, wc, suih...",37.5,241000,6427,1
Etelä-haaga,Kerrostalo,1h+kk+p,29.0,180000,6207,1
Etelä-haaga,Kerrostalo,1h+avokeitti...,26.5,193000,7283,1
Laajasalo,Kerrostalo,"1h, avok, kph, ...",28.5,205000,7193,1
Kallio,Kerrostalo,"1-2h, avok, kph",32.0,261500,8172,1
Metsälä,Kerrostalo,"1 h, kk (yj. 1h...",23.0,160000,6957,1
Hermanni,Kerrostalo,1h+avok+kph+et,23.0,187000,8130,1
Kruunuvuorenranta,Kerrostalo,"1h, k, kph",24.5,239000,9755,1
Hermanni,Kerrostalo,"1h,k",31.0,200000,6452,1
Kamppi,Kerrostalo,1h+k+alkovi,47.7,347000,7275,1
Meilahti,Kerrostalo,"1h, kk ja kph",20.0,170000,8500,1
Etelä-haaga,Kerrostalo,"1h, kk, alkovi,...",26.0,189000,7269,1
Kamppi,Kerrostalo,1h+k+kph,19.0,214000,11263,1
Oulunkylä,Kerrostalo,1h+kt+parv.,24.0,199700,8321,1
Lauttasaari,Kerrostalo,"1h, kk",26.0,228000,8769,1
Etu-töölö,Kerrostalo,"1h,kk",26.2,272050,10384,1
Etelä-haaga,Kerrostalo,"1h, kk, alkovi,...",30.0,192000,6400,1
Lauttasaari,Kerrostalo,"1h, avok, lasit...",34.0,332000,9765,1
Alppila,Kerrostalo,"1h, kk, alkovi,...",35.0,275000,7857,1
Ullanlinna,Kerrostalo,1h+avok+ph (yj:...,23.0,215000,9348,1
Taka-töölö,Kerrostalo,"1h, avok, kph",24.0,198000,8250,1
Lauttasaari,Kerrostalo,1 h+k,26.0,218000,8385,1
Vuosaari,Kerrostalo,"1 h, avok, kph,...",33.5,165000,4925,1
Käpylä,Kerrostalo,"1h, kt",28.0,195000,6964,1
Itä-pasila,Kerrostalo,"1h,kk,s",36.0,249900,6942,1
Käpylä,Kerrostalo,"1 h, k, kph",38.0,237000,6237,1
Etelä-haaga,Kerrostalo,1h+kk,23.9,178550,7471,1
Maunula,Kerrostalo,"1 h, kk, kph/wc...",26.0,125000,4808,1
Etu-töölö,Kerrostalo,"1h, avok, kh",39.0,385000,9872,1
Sörnäinen,Kerrostalo,1h+k+kph+alkovi,42.0,240000,5714,1
Sörnäinen,Kerrostalo,1h,25.0,199000,7960,1
Kannelmäki,Kerrostalo,"1h,kk,kph",29.0,143000,4931,1
Sörnäinen,Kerrostalo,1h+k,41.9,298000,7112,1
Munkkiniemi,Kerrostalo,1h+kk,24.0,234000,9750,1
Kallio,Kerrostalo,"1h, avok, kph",25.5,208000,8157,1
Etelä-haaga,Kerrostalo,"1h, kk, kph, vh",28.0,200000,7143,1
Kallio,Kerrostalo,"1 h, kk, kph",30.0,220000,7333,1
Kamppi,Kerrostalo,1h+k+kph,19.0,208000,10947,1
Roihuvuori,Kerrostalo,1h+kk+alkovi+vh...,31.0,180000,5806,1
Kannelmäki,Kerrostalo,1h+kk,33.0,149500,4530,1
Lauttasaari,Kerrostalo,1h+kk+p,34.0,197650,5813,1
Alppiharju,Kerrostalo,1H+KK (Yht.j...,34.9,279000,7994,1
Vallila,Kerrostalo,1h+k+alk+kh,50.5,310000,6139,1
Alppila,Kerrostalo,1. h+kk+kph (yh...,22.5,199900,8884,1
Taka-töölö,Kerrostalo,1h+kk+kph,26.5,210000,7925,1
Lauttasaari,Kerrostalo,"1 h, kk, kh",26.5,227000,8566,1
Punavuori,Kerrostalo,1h+avok+kph+p (...,21.0,222000,10571,1
Hermanni,Kerrostalo,1h+avokeitti...,24.5,181000,7388,1
Sörnäinen,Kerrostalo,"1h, kk, parvi",27.0,196000,7259,1
Sörnäinen,Kerrostalo,1h+kk+lasitettu...,33.0,225000,6818,1
Katajanokka,Kerrostalo,"1h, kk, kph, ra...",34.0,227000,6676,1
Kannelmäki,Kerrostalo,"1h, kk, s, vh, ...",36.0,156000,4333,1
Vuosaari,Kerrostalo,"1 h, avok., kph, p",37.5,189000,5040,1
Kamppi,Kerrostalo,"1h, avokeitti&#...",17.6,195000,11080,1
Taka-töölö,Kerrostalo,"1h, kk, kph, alk.",32.0,242500,7578,1
Munkkisaari,Kerrostalo,1h+kk+kph,32.0,295000,9219,1
Töölö,Kerrostalo,"1h, avok, kph, ...",23.6,210000,8898,1
Käpylä,Kerrostalo,"1h, avok, kph, ...",52.5,400000,7619,1
Lauttasaari,Kerrostalo,"1h, avok, kph, ...",53.0,380000,7170,1
Torkkelinmäki,Kerrostalo,"1h, avok, kph",29.7,245000,8249,1
Kallio,Kerrostalo,1 h + kph,31.5,240000,7619,1
Kallio,Kerrostalo,1h+ks+kh,27.0,210000,7778,1
Etelä-haaga,Kerrostalo,"1 h, kk, kph",26.0,156000,6000,1
Alppiharju,Kerrostalo,1 h+kk,26.0,219000,8423,1
Oulunkylä,Kerrostalo,"1h,kk",32.0,203000,6344,1
Kannelmäki,Kerrostalo,2h+k+kph+s+parv...,48.0,214000,4458,2
Malmi,Kerrostalo,2h+k+s,50.0,152000,3040,2
Vuosaari,Kerrostalo,2h+k+kph+vh+et+...,53.5,140000,2617,2
Viikki,Kerrostalo,2h+avok.+kph/wc...,61.5,291000,4732,2
Munkkiniemi,Kerrostalo,2h + kt + kph,46.5,605000,13011,2
Munkkiniemi,Kerrostalo,2h+k+kph+p,50.0,350000,7000,2
Munkkivuori,Kerrostalo,"2h, k, kph, vh",56.9,284000,4991,2
Kamppi,Kerrostalo,2 h + k,63.0,455000,7222,2
Ullanlinna,Kerrostalo,2h+avok+khh+kph...,64.5,690000,10698,2
Etelä-haaga,Kerrostalo,2h+kk+kph+p (yj...,40.0,264000,6600,2
Kaartinkaupunki,Kerrostalo,"2h, avok., kph",35.5,370000,10423,2
Herttoniemi,Kerrostalo,"2h, kk",41.0,250000,6098,2
Siltasaari,Kerrostalo,"2h, k, kph",42.5,344000,8094,2
Pikku-huopalahti,Kerrostalo,"2h, avok, s, kp...",48.5,275000,5670,2
Kannelmäki,Kerrostalo,"2h, k, kph, vh,...",53.0,210000,3962,2
Alppila,Kerrostalo,2h+kk+parv.,39.0,265000,6795,2
Lauttasaari,Kerrostalo,2h+avok+kph,45.0,285000,6333,2
Punavuori,Kerrostalo,"2h, k, kph",45.5,560000,12308,2
Viikki,Kerrostalo,"2h, avok, kph, ...",48.0,235000,4896,2
Kontula,Kerrostalo,"2h, k, kph, p",52.5,152000,2895,2
Herttoniemenranta,Kerrostalo,2h+k+kph+s+las....,55.0,290000,5273,2
Munkkiniemi,Kerrostalo,"2h, k, kph, et",57.0,370000,6491,2
Haaga,Kerrostalo,2h+k,40.0,222000,5550,2
Lauttasaari,Kerrostalo,2h+kk+s+parv.,47.0,282001,6000,2
Kuninkaantammi,Kerrostalo,"2h, avok, kph, ...",49.0,234000,4776,2
Vuosaari,Kerrostalo,2-3h+kt+s,53.5,292000,5458,2
Ullanlinna,Kerrostalo,"2h, kk, kph",54.0,478000,8852,2
Maunula,Kerrostalo,"2 h, k, kph, vh...",58.5,243000,4154,2
Kontula,Kerrostalo,"2h, k, kph,eril...",59.5,140000,2353,2
Herttoniemi,Kerrostalo,"2h, k, kph, vh,...",48.5,230000,4742,2
Konala,Kerrostalo,2h+k,50.0,185000,3700,2
Munkkiniemi,Kerrostalo,2h+k+kph+alkovi,63.5,387000,6094,2
Hermanni,Kerrostalo,"2h, kk, kph, pa...",53.5,323000,6037,2
Taka-töölö,Kerrostalo,2-3h+k+kph+alkovi,70.0,470000,6714,2
Katajanokka,Kerrostalo,"2h, avok, kph",37.5,270000,7200,2
Kannelmäki,Kerrostalo,"2h, avok, kph, ...",48.0,208000,4333,2
Tammisalo,Kerrostalo,"2 h, avok, kph, p",37.0,201000,5432,2
Sörnäinen,Kerrostalo,"2h, k, kph, 2x vh",50.0,276000,5520,2
Mellunmäki,Kerrostalo,2h+k,52.5,130000,2476,2
Vuosaari,Kerrostalo,"2h, k, kph, las...",53.5,141500,2645,2
Lauttasaari,Kerrostalo,"2h,k,vh,kph,parv.",61.0,378000,6197,2
Kallio,Kerrostalo,2h+kk+kph,44.0,295000,6705,2
Pasila,Kerrostalo,"2h, avok, kph, ...",50.0,430000,8600,2
Oulunkylä,Kerrostalo,"2h, kt, kph, vh...",54.0,309000,5722,2
Herttoniemi,Kerrostalo,"2h, kk, parveke",47.0,255000,5426,2
Meilahti,Kerrostalo,"2-3 h, k, kph, p",50.9,357000,7014,2
Malmi,Kerrostalo,"2h,kk,las.parv.",51.5,131000,2544,2
Ullanlinna,Kerrostalo,"2h, keittiö",53.7,525500,9786,2
Munkkiniemi,Kerrostalo,"2 h, k, kph, pa...",55.0,340000,6182,2
Meilahti,Kerrostalo,2h+k+kph+p (YJ:...,51.0,334500,6559,2
Meilahti,Kerrostalo,2 h + kk,38.0,227000,5974,2
Kontula,Kerrostalo,"2h, kk, kph, la...",42.0,147000,3500,2
Vallila,Kerrostalo,"2h, k ja lasite...",47.5,351000,7389,2
Kivihaka,Kerrostalo,2h+kk,40.0,249000,6225,2
Puotila,Kerrostalo,"2h, k, kph, p ",52.5,167000,3181,2
Kruunuvuorenranta,Kerrostalo,2h+kt,55.0,280000,5091,2
Pajamäki,Kerrostalo,"2h, avok, kph, ...",49.0,249000,5082,2
Ullanlinna,Kerrostalo,"2h, avok., vh, ...",62.5,680000,10880,2
Hietalahti,Kerrostalo,2h+avok+kph+et,34.0,331000,9735,2
Mellunmäki,Kerrostalo,"2h, avok. ja la...",38.5,147500,3831,2
Munkkiniemi,Kerrostalo,"2h, avok, kph",42.0,327500,7798,2
Etu-töölö,Kerrostalo,"2h, avok ja kph",45.0,380000,8444,2
Töölö,Kerrostalo,"2h, avok",46.0,353000,7674,2
Punavuori,Kerrostalo,"2h, k, kph, par...",46.0,380000,8261,2
Katajanokka,Kerrostalo,2h+avok+kph+s+l...,46.0,420000,9130,2
Kallio,Kerrostalo,"2h, keittiö...",54.0,429000,7944,2
Etu-töölö,Kerrostalo,1-2h+avok+kph+e...,56.0,465000,8304,1
Etu-töölö,Kerrostalo,"2h, k, kph, vh ",56.0,497000,8875,2
Kruununhaka,Kerrostalo,"2 h+k , kph, vh...",63.5,590000,9291,2
Lauttasaari,Kerrostalo,2h+kk,37.0,284000,7676,2
Myllypuro,Kerrostalo,"2h, k, kph, vh",44.5,150000,3371,2
Viikinmäki,Kerrostalo,"2h, avok, kph/w...",44.5,290000,6517,2
Kannelmäki,Kerrostalo,2h+kk+kph+parveke,48.0,176000,3667,2
Malmi,Kerrostalo,"2h, avok, kph/w...",48.5,175000,3608,2
Myllypuro,Kerrostalo,2h+kk+vh+kph/wc...,50.5,160000,3168,2
Harju,Kerrostalo,"2h, avok, kph",51.0,295000,5784,2
Taka-töölö,Kerrostalo,1-2h+avokeitti&...,51.8,484500,9353,1
Katajanokka,Kerrostalo,"2h, k, kph",56.7,460000,8113,2
Maunula,Kerrostalo,"2h, k, kph, vh,...",58.5,251000,4291,2
Malminkartano,Kerrostalo,2H+AK+KPH+P,43.0,159000,3698,2
Etelä-haaga,Kerrostalo,"2h,k,p (yj. 2h+kk)",44.5,230000,5169,2
Puotila,Kerrostalo,2h+k+kph+las.parv.,47.0,172500,3670,2
Myllypuro,Kerrostalo,"2h,k, lasitettu...",61.5,194000,3154,2
Ullanlinna,Kerrostalo,"2h, keittiö",69.0,520000,7536,2
Ullanlinna,Kerrostalo,"2h, kk, kph",36.0,412000,11444,2
Etelä-haaga,Kerrostalo,2h+kk+parveke,38.0,265000,6974,2
Tapanila,Kerrostalo,"2h, kk, kph, la...",39.0,210000,5385,2
Munkkivuori,Kerrostalo,"2h,kk,vh,ransk....",40.0,242000,6050,2
Niemenmäki,Kerrostalo,2h+k+kph+lasite...,53.0,310000,5849,2
Lauttasaari,Kerrostalo,"2h, k, kph/wc, ...",55.0,333000,6055,2
Lauttasaari,Kerrostalo,"2h, k",60.5,366000,6050,2
Meilahti,Kerrostalo,"2h, k, kph",65.0,426000,6554,2
Taka-töölö,Kerrostalo,2h+k+kph+sauna,78.0,612000,7846,2
Arabianranta,Kerrostalo,"2-3h, avok, s, ...",78.5,382216,4869,2
Kluuvi,Kerrostalo,"2h, k, kph, vh",80.0,520000,6500,2
Malmi,Kerrostalo,"2h,k, kph, s, l...",51.5,185000,3592,2
Katajanokka,Kerrostalo,"2h, tsto, kk, kph",41.5,510000,12289,2
Pasila,Kerrostalo,2h+avok+kph+las...,45.0,380000,8444,2
Kluuvi,Kerrostalo,2h+k+kph+vh+ran...,53.0,510000,9623,2
Länsi-pasila,Kerrostalo,2h+k+kph+s+parv.,56.0,260000,4643,2
Alppila,Kerrostalo,"2h, k, wc, s",58.5,347000,5932,2
Lauttasaari,Kerrostalo,"2-3h, k, s, las...",69.0,446000,6464,2
Kamppi,Kerrostalo,"2h, kk, kph, et...",70.0,580000,8286,2
